20141013,100.03,99.43,99.71,101.50,101.16,100.80
20141014,99.43,99.71,101.50,101.16,100.80,99.54
20141015,99.71,101.50,101.16,100.80,99.54,97.17
20141016,101.50,101.16,100.80,99.54,97.17,96.56
20141017,101.16,100.80,99.54,97.17,96.56,97.91
20141020,100.80,99.54,97.17,96.56,97.91,99.09
20141021,99.54,97.17,96.56,97.91,99.09,102.14
20141022,97.17,96.56,97.91,99.09,102.14,103.35
20141023,96.56,97.91,99.09,102.14,103.35,104.34
20141024,97.91,99.09,102.14,103.35,104.34,105.01
20141027,99.09,102.14,103.35,104.34,105.01,105.09
20141028,102.14,103.35,104.34,105.01,105.09,106.04
20141029,103.35,104.34,105.01,105.09,106.04,106.87
20141030,104.34,105.01,105.09,106.04,106.87,106.62
20141031,105.01,105.09,106.04,106.87,106.62,107.62
20141103,105.09,106.04,106.87,106.62,107.62,109.16
20141104,106.04,106.87,106.62,107.62,109.16,108.60
20141105,106.87,106.62,107.62,109.16,108.60,108.71
20141106,106.62,107.62,109.16,108.60,108.71,108.30
20141107,107.62,109.16,108.60,108.71,108.30,108.94
20141110,109.16,108.60,108.71,108.30,108.94,109.00
20141111,108.60,108.71,108.30,108.94,109.00,109.08
20141112,108.71,108.30,108.94,109.00,109.08,110.40
20141113,108.30,108.94,109.00,109.08,110.40,112.53
20141114,108.94,109.00,109.08,110.40,112.53,113.62
20141117,109.00,109.08,110.40,112.53,113.62,115.29
20141118,109.08,110.40,112.53,113.62,115.29,114.79
20141119,110.40,112.53,113.62,115.29,114.79,114.77
20141120,112.53,113.62,115.29,114.79,114.77,115.85
20141121,113.62,115.29,114.79,114.77,115.85,116.80
20141124,115.29,114.79,114.77,115.85,116.80,117.69
20141125,114.79,114.77,115.85,116.80,117.69,118.60
20141126,114.77,115.85,116.80,117.69,118.60,118.47
20141128,115.85,116.80,117.69,118.60,118.47,118.72
20141201,116.80,117.69,118.60,118.47,118.72,115.26
20141202,117.69,118.60,118.47,118.72,115.26,114.25
20141203,118.60,118.47,118.72,115.26,114.25,115.73
20141204,118.47,118.72,115.26,114.25,115.73,116.25
20141205,118.72,115.26,114.25,115.73,116.25,115.36
20141208,115.26,114.25,115.73,116.25,115.36,113.13
20141209,114.25,115.73,116.25,115.36,113.13,111.82
20141210,115.73,116.25,115.36,113.13,111.82,113.19
20141211,116.25,115.36,113.13,111.82,113.19,112.57
20141212,115.36,113.13,111.82,113.19,112.57,110.72
20141215,113.13,111.82,113.19,112.57,110.72,108.97
20141216,111.82,113.19,112.57,110.72,108.97,108.21
20141217,113.19,112.57,110.72,108.97,108.21,108.33
20141218,112.57,110.72,108.97,108.21,108.33,111.66
20141219,110.72,108.97,108.21,108.33,111.66,112.45
20141222,108.97,108.21,108.33,111.66,112.45,112.73
20141223,108.21,108.33,111.66,112.45,112.73,112.89
20141224,108.33,111.66,112.45,112.73,112.89,112.36
